Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
11/09/2022,01/01/2020,11/05/2022,PA,Wayne County,6,42,127,42127,Distribution of population (%),1722,185,0.897,0.032,0.002,0.007,0,0.05,0.011,Noncore,
11/09/2022,01/01/2020,11/05/2022,PA,Westmoreland County,2,42,129,42129,Distribution of all-cause deaths (%),11573,1081,0.971,0.021,,0.003,,0.003,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Westmoreland County,2,42,129,42129,Distribution of COVID-19 deaths (%),11573,1081,0.971,0.019,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,Westmoreland County,2,42,129,42129,Distribution of population (%),11573,1081,0.935,0.025,0.001,0.01,0,0.014,0.015,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,PA,York County,3,42,133,42133,Distribution of all-cause deaths (%),13495,1565,0.911,0.05,0.001,0.004,,0.03,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,York County,3,42,133,42133,Distribution of COVID-19 deaths (%),13495,1565,0.907,0.052,,,,0.035,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,PA,York County,3,42,133,42133,Distribution of population (%),13495,1565,0.821,0.059,0.002,0.015,0,0.085,0.019,Medium metro,
11/09/2022,01/01/2020,11/05/2022,RI,Kent County,2,44,3,44003,Distribution of all-cause deaths (%),4921,497,0.963,0.013,0.003,0.008,,0.011,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Kent County,2,44,3,44003,Distribution of COVID-19 deaths (%),4921,497,0.94,0.02,,0.02,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Kent County,2,44,3,44003,Distribution of population (%),4921,497,0.867,0.02,0.003,0.029,0,0.061,0.019,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,RI,Providence County,1,44,7,44007,Distribution of all-cause deaths (%),21568,2912,0.859,0.048,0.003,0.015,,0.068,0.006,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Providence County,1,44,7,44007,Distribution of COVID-19 deaths (%),21568,2912,0.819,0.049,0.003,0.022,,0.102,0.004,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Providence County,1,44,7,44007,Distribution of population (%),21568,2912,0.596,0.088,0.004,0.043,0.001,0.244,0.023,Large central metro,
11/09/2022,01/01/2020,11/05/2022,RI,Washington County,2,44,9,44009,Distribution of all-cause deaths (%),3358,222,0.972,0.006,0.006,0.007,,0.006,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Washington County,2,44,9,44009,Distribution of COVID-19 deaths (%),3358,222,0.955,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,RI,Washington County,2,44,9,44009,Distribution of population (%),3358,222,0.907,0.013,0.007,0.02,0,0.035,0.018,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,SC,Aiken County,3,45,3,45003,Distribution of all-cause deaths (%),5437,471,0.747,0.232,,0.005,,0.015,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Aiken County,3,45,3,45003,Distribution of COVID-19 deaths (%),5437,471,0.635,0.329,,,,0.028,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Aiken County,3,45,3,45003,Distribution of population (%),5437,471,0.655,0.248,0.004,0.012,0,0.06,0.02,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Anderson County,3,45,7,45007,Distribution of all-cause deaths (%),8102,1054,0.84,0.144,0.001,0.003,,0.01,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Anderson County,3,45,7,45007,Distribution of COVID-19 deaths (%),8102,1054,0.821,0.159,,,,0.014,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Anderson County,3,45,7,45007,Distribution of population (%),8102,1054,0.768,0.16,0.002,0.011,0,0.041,0.018,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Beaufort County,4,45,13,45013,Distribution of all-cause deaths (%),5249,381,0.788,0.181,,0.005,,0.022,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Beaufort County,4,45,13,45013,Distribution of COVID-19 deaths (%),5249,381,0.646,0.291,,,,0.05,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Beaufort County,4,45,13,45013,Distribution of population (%),5249,381,0.687,0.169,0.002,0.014,0.001,0.112,0.016,Small metro,
11/09/2022,01/01/2020,11/05/2022,SC,Berkeley County,3,45,15,45015,Distribution of all-cause deaths (%),4772,317,0.718,0.24,0.003,0.013,,0.023,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Berkeley County,3,45,15,45015,Distribution of COVID-19 deaths (%),4772,317,0.688,0.265,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Berkeley County,3,45,15,45015,Distribution of population (%),4772,317,0.628,0.242,0.005,0.026,0.001,0.072,0.026,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Charleston County,3,45,19,45019,Distribution of all-cause deaths (%),15761,1656,0.648,0.317,0.003,0.008,,0.021,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Charleston County,3,45,19,45019,Distribution of COVID-19 deaths (%),15761,1656,0.57,0.365,0.007,0.012,,0.043,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Charleston County,3,45,19,45019,Distribution of population (%),15761,1656,0.656,0.253,0.002,0.019,0.001,0.054,0.016,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Cherokee County,5,45,21,45021,Distribution of all-cause deaths (%),1456,107,0.823,0.166,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Cherokee County,5,45,21,45021,Distribution of COVID-19 deaths (%),1456,107,0.832,0.168,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Cherokee County,5,45,21,45021,Distribution of population (%),1456,107,0.722,0.203,0.003,0.006,0,0.048,0.017,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,SC,Chesterfield County,6,45,25,45025,Distribution of all-cause deaths (%),1344,140,0.696,0.289,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Chesterfield County,6,45,25,45025,Distribution of COVID-19 deaths (%),1344,140,0.557,0.436,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Chesterfield County,6,45,25,45025,Distribution of population (%),1344,140,0.598,0.325,0.006,0.006,0,0.047,0.019,Noncore,
11/09/2022,01/01/2020,11/05/2022,SC,Colleton County,6,45,29,45029,Distribution of all-cause deaths (%),1738,227,0.611,0.365,,,,0.014,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Colleton County,6,45,29,45029,Distribution of COVID-19 deaths (%),1738,227,0.564,0.41,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Colleton County,6,45,29,45029,Distribution of population (%),1738,227,0.572,0.362,0.008,0.004,0,0.037,0.016,Noncore,
11/09/2022,01/01/2020,11/05/2022,SC,Darlington County,4,45,31,45031,Distribution of all-cause deaths (%),2010,282,0.625,0.364,,,,0.008,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Darlington County,4,45,31,45031,Distribution of COVID-19 deaths (%),2010,282,0.518,0.465,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Darlington County,4,45,31,45031,Distribution of population (%),2010,282,0.542,0.413,0.003,0.005,0,0.023,0.013,Small metro,
11/09/2022,01/01/2020,11/05/2022,SC,Dorchester County,3,45,35,45035,Distribution of all-cause deaths (%),2899,311,0.74,0.219,0.006,0.006,,0.026,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Dorchester County,3,45,35,45035,Distribution of COVID-19 deaths (%),2899,311,0.678,0.26,,,,0.039,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Dorchester County,3,45,35,45035,Distribution of population (%),2899,311,0.632,0.253,0.005,0.022,0.001,0.06,0.027,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Florence County,4,45,41,45041,Distribution of all-cause deaths (%),9507,1306,0.567,0.417,0.006,0.002,,0.007,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Florence County,4,45,41,45041,Distribution of COVID-19 deaths (%),9507,1306,0.498,0.472,0.011,,,0.014,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Florence County,4,45,41,45041,Distribution of population (%),9507,1306,0.509,0.43,0.003,0.015,0.001,0.029,0.013,Small metro,
11/09/2022,01/01/2020,11/05/2022,SC,Georgetown County,5,45,43,45043,Distribution of all-cause deaths (%),3115,382,0.764,0.224,,0.004,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Georgetown County,5,45,43,45043,Distribution of COVID-19 deaths (%),3115,382,0.757,0.236,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Georgetown County,5,45,43,45043,Distribution of population (%),3115,382,0.653,0.297,0.002,0.005,0.001,0.033,0.009,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,SC,Greenville County,3,45,45,45045,Distribution of all-cause deaths (%),18166,2431,0.794,0.17,0.001,0.007,,0.026,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Greenville County,3,45,45,45045,Distribution of COVID-19 deaths (%),18166,2431,0.774,0.183,,0.008,,0.032,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Greenville County,3,45,45,45045,Distribution of population (%),18166,2431,0.676,0.178,0.002,0.027,0,0.098,0.018,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Greenwood County,5,45,47,45047,Distribution of all-cause deaths (%),3464,462,0.696,0.29,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Greenwood County,5,45,47,45047,Distribution of COVID-19 deaths (%),3464,462,0.658,0.316,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Greenwood County,5,45,47,45047,Distribution of population (%),3464,462,0.591,0.316,0.002,0.012,0,0.065,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,SC,Horry County,3,45,51,45051,Distribution of all-cause deaths (%),14113,1326,0.873,0.102,0.002,0.004,,0.017,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Horry County,3,45,51,45051,Distribution of COVID-19 deaths (%),14113,1326,0.842,0.117,,,,0.032,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Horry County,3,45,51,45051,Distribution of population (%),14113,1326,0.777,0.123,0.004,0.014,0.001,0.062,0.019,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Jasper County,4,45,53,45053,Distribution of all-cause deaths (%),1064,117,0.654,0.299,,,,0.039,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Jasper County,4,45,53,45053,Distribution of COVID-19 deaths (%),1064,117,0.59,0.308,,,,0.094,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Jasper County,4,45,53,45053,Distribution of population (%),1064,117,0.451,0.384,0.004,0.008,0,0.14,0.014,Small metro,
11/09/2022,01/01/2020,11/05/2022,SC,Kershaw County,3,45,55,45055,Distribution of all-cause deaths (%),2024,198,0.72,0.264,,,,0.012,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Kershaw County,3,45,55,45055,Distribution of COVID-19 deaths (%),2024,198,0.758,0.232,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Kershaw County,3,45,55,45055,Distribution of population (%),2024,198,0.68,0.24,0.003,0.007,0,0.051,0.017,Medium metro,
11/09/2022,01/01/2020,11/05/2022,SC,Lancaster County,2,45,57,45057,Distribution of all-cause deaths (%),2584,249,0.77,0.211,,0.004,,0.012,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,SC,Lancaster County,2,45,57,45057,Distribution of COVID-19 deaths (%),2584,249,0.711,0.273,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
